Product Id,Product Handle,Product Title,Product Status,Product Description,Product Subtitle,Product External Id,Product Thumbnail,Product Collection Id,Product Type Id,Product Created At,Product Deleted At,Product Discountable,Product Height,Product Hs Code,Product Image 1,Product Image 2,Product Is Giftcard,Product Length,Product Material,Product Mid Code,Product Origin Country,Product Sales Channel 1,Product Updated At,Product Weight,Product Width,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Metadata.back_length_cm,Variant Metadata.chest_cm,Variant Metadata.front_length_cm,Variant Metadata.size,Variant Metadata.sleeve_length_cm,"Variant Metadata.sleeve_length_cm",Variant Metadata.waist_cm,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Origin Country,Variant Price EUR,Variant Price Europe [EUR],Variant Price USD,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01JJJ398TN3WTWMPHJE6CA2J6J,havenhill-estate,Havenhill Estate,published,"The Havenhill Estate brings a touch of traditional charm with its elegant curves and classic silhouette. Upholstered in durable, luxurious fabric, its a timeless piece that combines comfort and style, fitting seamlessly into any sophisticated home.",,,http://localhost:9090/medusa/havenhill-estate-01JJJ398RXD5Z8TD14CVG45SV5.png,pcol_01JJJ37XMNYTRAF8KZVJAV434Y,ptyp_01JJJ35SGJ89JC61TS9WYBKZ6C,2025-01-26T20:01:40.690Z,,true,,,http://localhost:9090/medusa/havenhill-estate-01JJJ398RXD5Z8TD14CVG45SV5.png,http://localhost:9090/medusa/havenhill-estate-2-01JJJ398RYKC1SGKR2KVTKHNEE.png,false,,,,,sc_01JJJ35PNA96NMNJY5K7YQYCE9,2025-01-26T20:01:40.690Z,,,variant_01JJJ398VVMK52AFYF92J1ZFZ5,Boucle / Light Gray,HAVENHILL-ESTATE-BOUCLE-LIGHT-GRAY,,,,,false,false,,2025-01-26T20:01:40.731Z,,,,,,,,,,,,,Material,Boucle,Color,Light Gray,,1200,,1400,prod_01JJJ398TN3WTWMPHJE6CA2J6J,2025-01-26T20:01:40.731Z,0,,
prod_01JJJ39B69A6DTJ3VQ0AWEV825,monaco-flair,Monaco Flair,published,"The Monaco Flair combines sleek metallic accents with rich fabric, delivering a bold, luxurious statement. Its minimalist design and deep seating make it a standout piece for modern living rooms.",,,http://localhost:9090/medusa/monaco-flair-01JJJ39B4YJ97TXRHC2W8PAHG9.png,pcol_01JJJ37XMMVYZHZWJ92C156F69,ptyp_01JJJ35SGJC14EFNVPY25E8RYX,2025-01-26T20:01:43.111Z,,true,,,http://localhost:9090/medusa/monaco-flair-01JJJ39B4YJ97TXRHC2W8PAHG9.png,http://localhost:9090/medusa/monaco-flair-2-01JJJ39B4ZRVKTZ57Z2RDAB3RT.png,false,,,,,sc_01JJJ35PNA96NMNJY5K7YQYCE9,2025-01-26T20:01:43.111Z,,,variant_01JJJ39B75M2DD18PT93JSBBW4,Linen / Green,MONACO-FLAIR-LINEN-GREEN,,,,,false,false,,2025-01-26T20:01:43.141Z,,,,,,,,,,,,,Material,Linen,Color,Green,,1500,,1700,prod_01JJJ39B69A6DTJ3VQ0AWEV825,2025-01-26T20:01:43.141Z,0,,
prod_01JJJ39B69A6DTJ3VQ0AWEV825,monaco-flair,Monaco Flair,published,"The Monaco Flair combines sleek metallic accents with rich fabric, delivering a bold, luxurious statement. Its minimalist design and deep seating make it a standout piece for modern living rooms.",,,http://localhost:9090/medusa/monaco-flair-01JJJ39B4YJ97TXRHC2W8PAHG9.png,pcol_01JJJ37XMMVYZHZWJ92C156F69,ptyp_01JJJ35SGJC14EFNVPY25E8RYX,2025-01-26T20:01:43.111Z,,true,,,http://localhost:9090/medusa/monaco-flair-01JJJ39B4YJ97TXRHC2W8PAHG9.png,http://localhost:9090/medusa/monaco-flair-2-01JJJ39B4ZRVKTZ57Z2RDAB3RT.png,false,,,,,sc_01JJJ35PNA96NMNJY5K7YQYCE9,2025-01-26T20:01:43.111Z,,,variant_01JJJ39B75SW45P33HN8481235,Boucle / Light Gray,MONACO-FLAIR-BOUCLE-LIGHT-GRAY,,,,,false,false,,2025-01-26T20:01:43.141Z,,,,,,,,,,,,,Material,Boucle,Color,Light Gray,,2000,,2200,prod_01JJJ39B69A6DTJ3VQ0AWEV825,2025-01-26T20:01:43.141Z,0,,
prod_01JJJ39B69A6DTJ3VQ0AWEV825,monaco-flair,Monaco Flair,published,"The Monaco Flair combines sleek metallic accents with rich fabric, delivering a bold, luxurious statement. Its minimalist design and deep seating make it a standout piece for modern living rooms.",,,http://localhost:9090/medusa/monaco-flair-01JJJ39B4YJ97TXRHC2W8PAHG9.png,pcol_01JJJ37XMMVYZHZWJ92C156F69,ptyp_01JJJ35SGJC14EFNVPY25E8RYX,2025-01-26T20:01:43.111Z,,true,,,http://localhost:9090/medusa/monaco-flair-01JJJ39B4YJ97TXRHC2W8PAHG9.png,http://localhost:9090/medusa/monaco-flair-2-01JJJ39B4ZRVKTZ57Z2RDAB3RT.png,false,,,,,sc_01JJJ35PNA96NMNJY5K7YQYCE9,2025-01-26T20:01:43.111Z,,,variant_01JJJ39B75G84BGAJVNHN1FG1H,Boucle / Beige,MONACO-FLAIR-BOUCLE-BEIGE,,,,,false,false,,2025-01-26T20:01:43.141Z,,,,,,,,,,,,,Material,Boucle,Color,Beige,,2000,,2200,prod_01JJJ39B69A6DTJ3VQ0AWEV825,2025-01-26T20:01:43.141Z,0,,
prod_01JJJ39DAHARPP8F8HPZ7SGA0X,nordic-breeze,Nordic Breeze,published,"The Nordic Breeze is a refined expression of Scandinavian minimalism, with its crisp silhouette and airy aesthetic. Crafted for both comfort and simplicity, its perfect for creating a serene living space.",,,http://localhost:9090/medusa/nordic-breeze-01JJJ39D9RA9JE6TVNYG0KV9Y3.png,pcol_01JJJ37XMM7DMRXQA2SHWCDM5X,ptyp_01JJJ35SGJ89JC61TS9WYBKZ6C,2025-01-26T20:01:45.296Z,,true,,,http://localhost:9090/medusa/nordic-breeze-01JJJ39D9RA9JE6TVNYG0KV9Y3.png,http://localhost:9090/medusa/nordic-breeze-2-01JJJ39D9RDWR809X1NBAS4V5M.png,false,,,,,sc_01JJJ35PNA96NMNJY5K7YQYCE9,2025-01-26T20:01:45.296Z,,,variant_01JJJ39DBNNSDCDBJBY6S9XQ8D,Boucle / Beige,NORDIC-BREEZE-BOUCLE-BEIGE,,,,,false,false,,2025-01-26T20:01:45.334Z,,,,,,,,,,,,,Material,Boucle,Color,Beige,,1200,,1400,prod_01JJJ39DAHARPP8F8HPZ7SGA0X,2025-01-26T20:01:45.334Z,0,,
prod_01JJJ39DAHARPP8F8HPZ7SGA0X,nordic-breeze,Nordic Breeze,published,"The Nordic Breeze is a refined expression of Scandinavian minimalism, with its crisp silhouette and airy aesthetic. Crafted for both comfort and simplicity, its perfect for creating a serene living space.",,,http://localhost:9090/medusa/nordic-breeze-01JJJ39D9RA9JE6TVNYG0KV9Y3.png,pcol_01JJJ37XMM7DMRXQA2SHWCDM5X,ptyp_01JJJ35SGJ89JC61TS9WYBKZ6C,2025-01-26T20:01:45.296Z,,true,,,http://localhost:9090/medusa/nordic-breeze-01JJJ39D9RA9JE6TVNYG0KV9Y3.png,http://localhost:9090/medusa/nordic-breeze-2-01JJJ39D9RDWR809X1NBAS4V5M.png,false,,,,,sc_01JJJ35PNA96NMNJY5K7YQYCE9,2025-01-26T20:01:45.296Z,,,variant_01JJJ39DBN3ED47V0P2BQB3WJR,Boucle / White,NORDIC-BREEZE-BOUCLE-WHITE,,,,,false,false,,2025-01-26T20:01:45.334Z,,,,,,,,,,,,,Material,Boucle,Color,White,,1200,,1400,prod_01JJJ39DAHARPP8F8HPZ7SGA0X,2025-01-26T20:01:45.334Z,0,,
prod_01JJJ39DAHARPP8F8HPZ7SGA0X,nordic-breeze,Nordic Breeze,published,"The Nordic Breeze is a refined expression of Scandinavian minimalism, with its crisp silhouette and airy aesthetic. Crafted for both comfort and simplicity, its perfect for creating a serene living space.",,,http://localhost:9090/medusa/nordic-breeze-01JJJ39D9RA9JE6TVNYG0KV9Y3.png,pcol_01JJJ37XMM7DMRXQA2SHWCDM5X,ptyp_01JJJ35SGJ89JC61TS9WYBKZ6C,2025-01-26T20:01:45.296Z,,true,,,http://localhost:9090/medusa/nordic-breeze-01JJJ39D9RA9JE6TVNYG0KV9Y3.png,http://localhost:9090/medusa/nordic-breeze-2-01JJJ39D9RDWR809X1NBAS4V5M.png,false,,,,,sc_01JJJ35PNA96NMNJY5K7YQYCE9,2025-01-26T20:01:45.296Z,,,variant_01JJJ39DBNCRKS82ATH3RAARSY,Linen / Light Gray,NORDIC-BREEZE-LINEN-LIGHT-GRAY,,,,,false,false,,2025-01-26T20:01:45.334Z,,,,,,,,,,,,,Material,Linen,Color,Light Gray,,1800,,2000,prod_01JJJ39DAHARPP8F8HPZ7SGA0X,2025-01-26T20:01:45.334Z,0,,
prod_01JJJ3A6F5JPSR5NN1GWF28DEV,nordic-haven,Nordic Haven,published,"The Nordic Haven features clean lines and soft textures, embodying the essence of Scandinavian design. Its natural tones and minimalist frame bring effortless serenity and comfort to any home.",,,http://localhost:9090/medusa/nordic-haven-01JJJ3A6DJQC19ZV2Q7V6A9AV9.png,pcol_01JJJ37XMM7DMRXQA2SHWCDM5X,ptyp_01JJJ35SGJC14EFNVPY25E8RYX,2025-01-26T20:02:11.041Z,,true,,,http://localhost:9090/medusa/nordic-haven-01JJJ3A6DJQC19ZV2Q7V6A9AV9.png,http://localhost:9090/medusa/nordic-haven-2-01JJJ3A6DK35F4X6SC8GR64YKM.png,false,,,,,sc_01JJJ35PNA96NMNJY5K7YQYCE9,2025-01-26T20:02:11.041Z,,,variant_01JJJ3A6G409G40Y42AQASQWWQ,Linen / Light Gray,NORDIC-HAVEN-LINEN-LIGHT-GRAY,,,,,false,false,,2025-01-26T20:02:11.077Z,,,,,,,,,,,,,Material,Linen,Color,Light Gray,,1500,,1700,prod_01JJJ3A6F5JPSR5NN1GWF28DEV,2025-01-26T20:02:11.077Z,0,,
prod_01JJJ3A6F5JPSR5NN1GWF28DEV,nordic-haven,Nordic Haven,published,"The Nordic Haven features clean lines and soft textures, embodying the essence of Scandinavian design. Its natural tones and minimalist frame bring effortless serenity and comfort to any home.",,,http://localhost:9090/medusa/nordic-haven-01JJJ3A6DJQC19ZV2Q7V6A9AV9.png,pcol_01JJJ37XMM7DMRXQA2SHWCDM5X,ptyp_01JJJ35SGJC14EFNVPY25E8RYX,2025-01-26T20:02:11.041Z,,true,,,http://localhost:9090/medusa/nordic-haven-01JJJ3A6DJQC19ZV2Q7V6A9AV9.png,http://localhost:9090/medusa/nordic-haven-2-01JJJ3A6DK35F4X6SC8GR64YKM.png,false,,,,,sc_01JJJ35PNA96NMNJY5K7YQYCE9,2025-01-26T20:02:11.041Z,,,variant_01JJJ3A6G5NSH82MV4TE3YAJRR,Boucle / White,NORDIC-HAVEN-BOUCLE-WHITE,,,,,false,false,,2025-01-26T20:02:11.077Z,,,,,,,,,,,,,Material,Boucle,Color,White,,2000,,2200,prod_01JJJ3A6F5JPSR5NN1GWF28DEV,2025-01-26T20:02:11.077Z,0,,
prod_01JJJ3A6F5JPSR5NN1GWF28DEV,nordic-haven,Nordic Haven,published,"The Nordic Haven features clean lines and soft textures, embodying the essence of Scandinavian design. Its natural tones and minimalist frame bring effortless serenity and comfort to any home.",,,http://localhost:9090/medusa/nordic-haven-01JJJ3A6DJQC19ZV2Q7V6A9AV9.png,pcol_01JJJ37XMM7DMRXQA2SHWCDM5X,ptyp_01JJJ35SGJC14EFNVPY25E8RYX,2025-01-26T20:02:11.041Z,,true,,,http://localhost:9090/medusa/nordic-haven-01JJJ3A6DJQC19ZV2Q7V6A9AV9.png,http://localhost:9090/medusa/nordic-haven-2-01JJJ3A6DK35F4X6SC8GR64YKM.png,false,,,,,sc_01JJJ35PNA96NMNJY5K7YQYCE9,2025-01-26T20:02:11.041Z,,,variant_01JJJ3A6G5CTZRYYYXSZCHP2D7,Boucle / Beige,NORDIC-HAVEN-BOUCLE-BEIGE,,,,,false,false,,2025-01-26T20:02:11.077Z,,,,,,,,,,,,,Material,Boucle,Color,Beige,,2000,,2200,prod_01JJJ3A6F5JPSR5NN1GWF28DEV,2025-01-26T20:02:11.077Z,0,,
prod_01JJJ3A91ZGCMK6R0J81QCD4FM,oslo-drift,Oslo Drift,published,"The Oslo Drift is designed for ultimate relaxation, with soft, supportive cushions and a sleek, modern frame. Its understated elegance and neutral tones make it an ideal fit for contemporary, minimalist homes.",,,http://localhost:9090/medusa/oslo-drift-01JJJ3A911GB73P0R1RM4XGVBP.png,pcol_01JJJ37XMM7DMRXQA2SHWCDM5X,ptyp_01JJJ35SGJC14EFNVPY25E8RYX,2025-01-26T20:02:13.692Z,,true,,,http://localhost:9090/medusa/oslo-drift-01JJJ3A911GB73P0R1RM4XGVBP.png,http://localhost:9090/medusa/oslo-drift-2-01JJJ3A911WKCCRYPRX4JCJF86.png,false,,,,,sc_01JJJ35PNA96NMNJY5K7YQYCE9,2025-01-26T20:02:13.692Z,,,variant_01JJJ3A92KTWWJ72TE94PJ9HAN,Boucle / White,OSLO-DRIFT-BOUCLE-WHITE,,,,,false,false,,2025-01-26T20:02:13.715Z,,,,,,,,,,,,,Material,Boucle,Color,White,,1500,,1700,prod_01JJJ3A91ZGCMK6R0J81QCD4FM,2025-01-26T20:02:13.715Z,0,,
prod_01JJJ3A91ZGCMK6R0J81QCD4FM,oslo-drift,Oslo Drift,published,"The Oslo Drift is designed for ultimate relaxation, with soft, supportive cushions and a sleek, modern frame. Its understated elegance and neutral tones make it an ideal fit for contemporary, minimalist homes.",,,http://localhost:9090/medusa/oslo-drift-01JJJ3A911GB73P0R1RM4XGVBP.png,pcol_01JJJ37XMM7DMRXQA2SHWCDM5X,ptyp_01JJJ35SGJC14EFNVPY25E8RYX,2025-01-26T20:02:13.692Z,,true,,,http://localhost:9090/medusa/oslo-drift-01JJJ3A911GB73P0R1RM4XGVBP.png,http://localhost:9090/medusa/oslo-drift-2-01JJJ3A911WKCCRYPRX4JCJF86.png,false,,,,,sc_01JJJ35PNA96NMNJY5K7YQYCE9,2025-01-26T20:02:13.692Z,,,variant_01JJJ3A92K0GDPT6VD8P0MSFWG,Boucle / Beige,OSLO-DRIFT-BOUCLE-BEIGE,,,,,false,false,,2025-01-26T20:02:13.715Z,,,,,,,,,,,,,Material,Boucle,Color,Beige,,2000,,2200,prod_01JJJ3A91ZGCMK6R0J81QCD4FM,2025-01-26T20:02:13.715Z,0,,
